timestamp_utc,experiment_id,parent_experiment_id,stage,method,seed,hypothesis,changed_parameters,unchanged_controls,expected_effect,actual_effect,result,next_action,artifact_path
2026-07-30T16:14:12.313Z,prelocked_complete_metric_reporting_expansion,formal_v34_posttraining_pipeline_preregistration,REPORT_COMPLETENESS,ABC,112947,"final CSV and Markdown should directly expose every registered reliable metric and requested distribution statistic","expand primary distributions per method/seed/height; add secondary equal-height summaries collision/joint rates and CI-aware resume interpretation","raw episodes metric definitions selection and inference rules unchanged","mean median std quantiles bootstrap and all reliable secondary metrics are directly auditable; energy is omitted; tradeoffs/nonsignificant point estimates are explicit","PASS; final report generator 4a68ddbbac8d81690f567627467da678d07fdce02aec8a0a765e870462fcf928; compilation and 10 targeted tests pass",PASS,"capture final source hash in method freeze and inspect all generated CSV/plots/wording after locked evaluation",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_complete_metric_reporting_expansion.md
2026-07-30T16:18:40.000Z,run_until_success_method_smoke_stage_test_attempt001,run_until_success_recoverable_state_machine_waiting_test,ORCHESTRATION_RECOVERY_TEST,BC,11,"the state machine verifies preserved B smoke and requires a real C smoke before formal C training","add method-specific formal-smoke stage","active formal B training and all core definitions unchanged","B smoke hash/provenance verifies then live B process is detected without duplication","FAILED before smoke verification because an inline if expression was parsed as a command; active process set remained unchanged",FAIL,"preserve event; bind the stage name before the call and rerun detection test",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\orchestration\run_until_success_state.json
2026-07-30T16:19:05.000Z,run_until_success_method_smoke_stage_test_attempt002,run_until_success_method_smoke_stage_test_attempt001,ORCHESTRATION_RECOVERY_TEST,BC,11,"the corrected state machine verifies preserved B smoke and requires a real C smoke before formal C training","pre-bind stage name and verify asset/config/source hashes in preserved smoke","active formal B training and all core definitions unchanged","SMOKE_PASS evidence verifies and process set is identical before/after WAITING exit","PASS; preserved B smoke accepted; live PID114424 detected; exit code3; no duplicate process",PASS,"after B coverage completes run a new real-Isaac Method-C v34 smoke before formal C curriculum",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\orchestration\run_until_success_state.json
2026-07-30T16:23:10.003Z,formal_v34_B_recovery_supervisor_launch,formal_v34_cross_stage_resume_offset_diagnosis,ORCHESTRATION_RECOVERY_SUPERVISOR,B,11,"a one-shot project-scoped supervisor can recover the already-parsed wrapper after its diagnosed cross-height offset refusal without duplicate training","supervisor PID117916; observe wrapper PID120320; recovery attempt002 starts seed11 75mm from verified 50mm final checkpoint","active training process config budget and locked isolation unchanged","WAITING while old wrapper lives; then verify source result/checkpoint/gate and absence of live Isaac process before new hidden wrapper/monitor launch","WAITING; status JSON created with locked_test_access=forbidden; no intervention while PID120320 is alive",RUNNING,"monitor supervisor; it must fail closed on unexpected exit evidence and otherwise complete all nine B strata",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\formal_v34_recovery_supervisor_attempt002.json
2026-07-30T16:26:18.856Z,prevalidation_physical_video_smoke_registration,formal_v34_posttraining_pipeline_preregistration,PHYSICAL_VIDEO_SMOKE_REGISTRATION,FSM,0,"the final evaluator must physically render overlay and encode a hash-audited MP4 before method freeze","fixed development scenario development-h050-0000; 960x540; stride3; 20fps; libx264","evaluator control metrics success and all formal training unchanged","passing result plus episode telemetry status and MP4 hashes become immutable before locked access","REGISTERED; final script22737419 evaluatorc082f724 method-freeze2ded202a; parse compile and 11 targeted tests pass; physical execution pending free GPU",RUNNING,"run the fixed development camera smoke after B/C training and before validation freeze",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prevalidation_physical_video_smoke_registration.md
2026-07-30T16:39:30.369Z,experiment_ledger_structural_audit_and_historical_repair,run_until_success_recoverable_state_machine_waiting_test,EXPERIMENT_LEDGER_AUDIT,all,0,"every experiment record must retain the registered 14 fields and resolve to preserved evidence","restore one omitted expected-effect field from its preceding RUNNING registration; correct one attempt001 artifact filename","all historical outcomes statuses values and evidence contents unchanged","all rows parse to 14 columns and every artifact path exists","PASS; 291 rows including header have 14 columns; 290 experiment artifact paths resolve",PASS,"enforce the same ledger check in final_audit.py",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\experiment_ledger.csv
2026-07-30T16:44:13.976Z,prelocked_environment_seed_semantics_audit,v34_formal_training_registration,SCENARIO_SEMANTICS_AUDIT,all,0,"environment_seed may be an unconsumed reserved field rather than applied simulator randomness","documentation disclosure only; no evaluator manifest checkpoint reward FSM metric or experimental-definition change","all registered code hashes paired scenario rows applied perturbations training and locked isolation unchanged","identify every consumer and narrow robustness claims to applied variation","PASS_WITH_DISCLOSURE; environment_seed is preserved in episodes but not consumed; explicit distance pitch friction delay and noise_seed bias are applied",PASS_WITH_DISCLOSURES,"retain evaluator hash c082f724; final claims must not call environment_seed an applied physics-randomization seed",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_environment_seed_semantics_audit.md
2026-07-30T16:49:36.918Z,prelocked_final_delivery_audit_registration,prelocked_video_inventory_audit_completion,FINAL_AUDIT_REGISTRATION,all,0,"the final independent audit can bind every published video to deterministic selection locked sources checkpoint replay result and report inventory hash","final-audit checks and one synthetic tamper regression test only","training evaluator FSM PPO metrics manifests checkpoint selection and locked isolation unchanged","complete evidence returns PASS and selection drift returns FAILED","PASS; full suite 185/185; registered final-audit8f3eb6d1 report52348764 guard9944768a video26c3e531 freezef7f61a84",PASS,"freeze these critical sources after physical video smoke and validation then execute the audit after the complete locked campaign reports and videos",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_final_delivery_audit_registration.md
2026-07-30T16:54:12.979Z,full_pipeline_supervisor_launch,formal_v34_B_recovery_supervisor_launch,FULL_PIPELINE_SUPERVISION,all,0,"a single background supervisor can preserve exclusive process ownership and carry the registered B/C validation freeze locked video report audit sequence to completion","hidden supervisor PID162424 attempt001; immutable status heartbeat; run_until_success child invocations only after B recovery terminal","all experiment definitions attempts evidence preservation and locked pre-freeze prohibition unchanged","wait through existing B recovery without race then run one state-machine child at a time and stop fail-closed on non-wait errors","RUNNING; PID162424 status WAITING_FOR_METHOD_B_RECOVERY sees recovery PID117916 and environment PID114424; script hash cfd66f32",RUNNING,"monitor supervisor status; diagnose any FAILED status before authorizing a new immutable attempt",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\orchestration\full_pipeline_supervisor_attempt001.json
2026-07-30T16:57:07.690Z,prevalidation_complete_height_metric_guard,prelocked_complete_metric_reporting_expansion,VALIDATION_MISSING_DATA_GUARD,all,0,"generic equal-height continuous aggregation may fail open when one registered height has no valid values","require nonempty 50/75/100mm groups for aggregate margin and pitch; add one regression test","raw metrics evaluator scenarios training rewards checkpoints selection order and locked isolation unchanged","an entirely missing height returns unavailable and validation summary rejects incomplete primary metrics","PASS; aggregate source0a0f4567; full suite 186/186",PASS,"retain fail-closed behavior through method freeze and final report recomputation",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prevalidation_complete_height_metric_guard.md
2026-07-30T16:59:37.450Z,prelocked_scenario_parameter_and_telemetry_audit,prelocked_telemetry_status_hash_audit_completion,LOCKED_EVIDENCE_SCHEMA_GUARD,all,0,"paired IDs and artifact hashes alone may not independently prove exact scenario parameters and complete telemetry schema","compare ten scenario fields to manifest rows; require telemetry columns finite time IDs0-99; validate status counts","evaluator manifest metrics scenarios checkpoints training selection and pre-freeze locked isolation unchanged","same-ID parameter drift malformed telemetry or invalid status fails the locked audit","PASS; guard source201b3740; targeted 4/4 and full 186/186 tests",PASS,"freeze the strengthened guard and apply it to every locked evaluation before reports",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_scenario_parameter_and_telemetry_audit.md
2026-07-30T17:01:23.337Z,prelocked_video_scenario_and_failure_reproduction_guard,prelocked_video_inventory_audit_completion,VIDEO_REPLAY_PROVENANCE_GUARD,all,0,"same scenario ID and success boolean may hide parameter drift or a changed failure mode in deterministic video replay","compare locked/replay scenario fields and require matching failure reason for exact outcome reproduction","video selection categories evaluator metrics training locked results and checkpoint definitions unchanged","parameter mismatch fails inventory; failure-mode mismatch remains disclosed as non-reproduced rather than replaced","PASS; video sourcebcd85717; full suite 187/187",PASS,"freeze the strengthened video source and preserve any real replay non-reproduction disclosure",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_video_scenario_and_failure_reproduction_guard.md
2026-07-30T17:03:24.203Z,prevalidation_video_decode_probe_amendment,prevalidation_physical_video_smoke_registration,PHYSICAL_VIDEO_DECODE_GUARD,FSM,0,"nonempty hash-matching MP4 may still be undecodable or have wrong geometry timing or frame count","decode first frame and all-frame count; freeze video_probe JSON with 960x540 20fps and matching hashes/count","development scenario camera overlay FSM evaluator training selection metrics and locked isolation unchanged","physical smoke fails before validation unless encoded MP4 independently decodes to registered properties","REGISTERED; smoke script9d048f81 method-freezeaf760f13; parse and 187/187 tests pass; physical execution pending",RUNNING,"execute the fixed real-Isaac development video smoke after B/C training and inspect the decoded frame before method freeze",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prevalidation_video_decode_probe_amendment.md
2026-07-30T17:04:40.682Z,prelocked_all_video_decode_inventory_guard,prelocked_video_scenario_and_failure_reproduction_guard,FINAL_VIDEO_DECODE_GUARD,all,0,"write-time frame counters and nonempty MP4 hashes may not prove every selected video remains decodable","reopen every MP4; decode first frame; count frames; record codec geometry fps and count; final audit validates probe","selection episodes outcomes evaluator training metrics and locked protocol unchanged","invalid truncated wrong-size wrong-fps or wrong-count video fails inventory or final audit","PASS; video sourcea65abf57 final-auditcd5c1f29; full suite 187/187",PASS,"freeze the strengthened sources and inspect representative decoded frames after physical generation",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_all_video_decode_inventory_guard.md
2026-07-30T17:06:36.646Z,prelocked_complete_technical_evidence_freeze,prelocked_final_delivery_audit_registration,TECHNICAL_EVIDENCE_FREEZE,all,0,"technical claim evidence and formal PowerShell entry points may otherwise drift after method freeze","expand immutable configs scripts inventories asset manifests and URDF/USD/Isaac validation evidence","evaluator training checkpoints scenarios metrics and locked pre-freeze prohibition unchanged","all report-critical technical and orchestration evidence is hashed before first locked access","PASS; all paths exist; method-freeze source5db9a69e; full suite 187/187",PASS,"create the expanded method freeze only after training validation and physical video smoke complete",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_complete_technical_evidence_freeze.md
2026-07-30T17:08:48.508Z,prelocked_complete_runtime_source_freeze,prelocked_complete_technical_evidence_freeze,RUNTIME_SOURCE_FREEZE,all,0,"indirect CoM contact support-margin FSM IK and telemetry modules may drift if only top-level runners are frozen","freeze all 53 package Python modules and require technical subset/evidence coverage before verified wording","runtime behavior training checkpoints metrics scenarios and locked isolation unchanged","any source inventory/content drift invalidates authorization and missing technical coverage removes resume claims","PASS; method-freeze848ea839 report2e61ac9c final-auditac4e4d5f; 187/187 tests",PASS,"create and verify the complete source inventory in method_freeze.json before first locked access",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_complete_runtime_source_freeze.md
2026-07-30T17:10:55.272Z,prelocked_raw_numeric_recomputation_audit,prelocked_final_delivery_audit_registration,RAW_NUMERIC_RECOMPUTATION,all,0,"file coverage and hashes may not detect a pre-audit edit to published point estimates intervals comparisons or claims","recompute all methods aggregate CI per-height ablation comparisons claims from 2100 raw episodes and compare exactly","registered statistics bootstrap seed/draws raw evidence evaluator training and locked isolation unchanged","any numeric or claim drift fails independently of file presence and row counts","PASS; final-audit source7830faef; synthetic claim drift rejected; 187/187 tests",PASS,"run the complete recomputation after report publication and preserve final_audit JSON/Markdown",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_raw_numeric_recomputation_audit.md
2026-07-30T17:13:53.359Z,prelocked_report_plot_render_smoke,prelocked_raw_numeric_recomputation_audit,REPORT_RENDER_COMPATIBILITY,all,0,"local matplotlib TensorBoard or imageio versions may fail only after locked evidence is complete","render all nine plots from isolated synthetic rows and real TensorBoard event; encode/decode local MP4","all real training validation locked scenarios statistics and published output directories unchanged","nine valid PNGs and exact local 960x540 20fps five-frame h264 decode prove API compatibility only","PASS; matplotlib3.10.3 tensorboard2.20.0 imageio2.37.0; full suite 188/188",PASS,"run physical video smoke and later generate plots only from frozen real locked evidence",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\prelocked_report_plot_render_smoke.md
